permision_delivery_date,n/o,id,march_route_name,company_name,company_name_external,border_crossing,border_crossing_alternative,march_route_time_direct,march_route_time_return,march_route_regularity,license_terms,destionation_country_name,destionation_country_code,march_route_status
,1587,PL1587,Кам'янець-Подільський-Бидгощ,"ПП ""МОДУЛЬТРАНС"" ",MODULTRANS Sp. z o.o.,Краковець,Грушів,28:00,27:00,Щоденно,2021-05-30 00:00:00,Польща,PL,True
,1588,PL1588,Харків-Перемишль,"ТОВ ""БУРАК-ТРЕВЕЛ""","IRENA STEC|B.P. i U.T. ""POLONINY""",Краківець,Шегині,16:20,16:20,Щоденно,2021-04-06 00:00:00,Польща,PL,True
,1589,PL1589,Одеса-Лодзь,"ПП ""ФАВОРІТ""","""ASIK"" Sp z o.o.",Шегині,Краковець,24:05,25:55,Щоденно,2021-05-28 00:00:00,Польща,PL,True
,1590,PL1590,Нетішин - Бєльсько Бяла ,"ФОП Харкавий В.І. ПП""АТП Поділля-Тур"" ",LUX-REISEN SP. Z o.o.|LUX-REISEN BIS SP. Z o.o.,Краковець,Шегині,15:35,17:30,Щоденно,2021-07-28 00:00:00,Польща,PL,True
,1591,PL1591,Київ-Познань,"ТОВ ""Володимирецьтранссервіс""",Kaczynski BUS Sp.z.o.o.,Ягодин,Устилуг,21:40,20:35,Щоденно,2020-03-13 00:00:00,Польща,PL,True
,1592,PL1592,Нетішин - Бєльсько Бяла ,"ФОП Харкавий В.І. ПП""АТП Поділля-Тур"" ",LUX-REISEN SP. Z o.o.|LUX-REISEN BIS SP. Z o.o.,Краковець,Шегині,15:35,17:30,Щоденно,2021-07-28 00:00:00,Польща,PL,True
,1593,PL1593,Київ  - Щецин,"ФОП Харкавий В.І.|ПП ""АТП Поділля-Тур"""," LUX-REISEN SPOLKA Z.O.O.,",Шегині,Краковець,35:25,34:40,Щоденно,2020-09-08 00:00:00,Польща,PL,True
,1594,PL1595,Херсон-Щецин,ФОП Дуда В.В.,LUX-REISEN BIS SP. Z o.o.,Шегині,Краковець,40:20,39:55,Щоденно,2019-11-09 00:00:00,Польща,PL,True
,1596,PL1596,Київ  - Щецин,"ФОП Харкавий В.І.|ПП ""АТП Поділля-Тур"""," LUX-REISEN SPOLKA Z.O.O.,",Шегині,Краковець,35:25,34:40,Щоденно,2020-09-08 00:00:00,Польща,PL,True
,1597,PL1597,Київ - Бєльсько-Бяла,ФОП Пустовіт В. В.,"""AGAT"" B.U.H.",Ягодин,Устилуг,25:00,21:30,Щоденно,2021-12-08 00:00:00,Польща,PL,True
,1599,PL1599,Маріуполь - Краків,ФОП Ліхошерст С.І.,EWE - TRANS Sp.z.o.o.,Краковець,,31:20,33:55,Щоденно,2021-08-14 00:00:00,Польща,PL,True
,1600,PL1600,Київ - Болєславєц,"ТОВ ""Володимирецьтранссервіс"" ",Kaczynski BUS Sp.z.o.o.,Ягодин,Устилуг,24:10,23:00,Щоденно,2021-01-28 00:00:00,Польща,PL,True
02.01.2019,1601,IT1601,Київ - Рим,ФОП Паславський Я. А.,S.E.A.F. s.a.s. Ferrazza Amgelo,Чоп,Лужанка,44:00,44:00,Щоденно,2021-05-07 00:00:00,Італія,IT,True
,1602,PL1602,Херсон-Щецин,ФОП Стецик Т.В.,IDEAL TRAVEL,Краковець,Грушів,33:35,37:55,Щоденно,2019-07-08 00:00:00,Польща,PL,True
31.10.2018,1603,IT1603,Київ - Рим,"ТОВ ""ЮНІВЕРС""",EUROBUS s.r.l.,Чоп,,42:20,42:20,Щоденно,2021-10-30 00:00:00,Італія,IT,True
,1604,PL1604,Херсон-Щецин,"ТОВ""Одрі""",ODRI-PL Sp.z o.o.,Краковець,Шегині,34:40,34:40,Щоденно,2019-07-12 00:00:00,Польща,PL,True
,1605,PL1605,Кривий Ріг  - Щецин,"ПП ""Автотранзит"" , 
 ПП ""Васильківтрансавто""","""AGAT"" B.U.H.",Ягодин ,Устилуг,31:50,31:40,Щоденно,2020-11-28 00:00:00,Польща,PL,True
15.11.2018,1607,IT1607,Львів - Рим,ФОП Белєв О.Г.,MOFF TURISMO E SERVIZI s.r.l.,Чоп,,25:30,27:50,"Чт, Нд",2021-11-14 00:00:00,Італія,IT,True
,1608,PL1608,Чернігів  - Вроцлав,"ТОВ ""ЕЛІТ-АВТО ПЛЮС"", 
 ФОП Сікорський В.В.",Kantol Anatolii Kantor,"Ягодин
",Устилуг,25:55,26:10,Щоденно,2020-11-29 00:00:00,Польща,PL,True
,1609,PL1608,Херсон-Варшава,"ПП""-ІНТЕРТРАНС""/ТДВ""Оріон Авто""",OPENLINE Sp.z o.o.,Рава Руська,Угринів,24:20,26:50,Щоденно,2023-03-12 00:00:00,Польща,PL,True
22.11.2018,1610,IT1610,Черкаси - Генуя,"ТОВ ""ГРУШИНСЬКИЙ ТРАНСПОРТ""",ODRI ITALIA SRL,Чоп,,37:25,38:35,"Вт, Чт, Пт, Нд",2021-11-21 00:00:00,Італія,IT,True
,1611,PL1611,Київ-Гдиня,"ТОВ ""Сокальавтотранс""",Buslinentrans Sp. z.o.o.,Угринів,Рава-Руська,29:00,,Щоденно,2021-07-26 00:00:00,Польща,PL,True
,1612,PL1612,Херсон-Слупськ,"ТОВ""Одрі""",ODRI-PL Sp. z.o.o.,Рава Руська,Грушів,34:30,35:25,Щоденно,2020-01-18 00:00:00,Польща,PL,True
,1613,PL1613,Скадовськ-Варшава,"ТзОВ ""Денисівка-Люкс""",SULTAN TRAVEL Sp. z.o.o.,Шегині,,36:30,38:30,Щоденно,2021-08-20 00:00:00,Польща,PL,True
,1614,PL1614,Київ-Вроцлав,"ПП""Фірма Стефан Транссервіс""","""ASIK""Sp. z.o.o.",Шегині,Краківець,19:30,19:30,Щоденно,2021-05-22 00:00:00,Польща,PL,True
,1615,PL1615,Калуш-Мінськ Мазовецький,"ПАТ""Калуське автотранспортне підприємство""",P-Trans Sp. z.o.o.,Рава Руська,,13:40,16:30,Щоденно,2022-03-01 00:00:00,Польща,PL,True
,1616,PL1616,Кропивницький-Гдиня ,"ПП""Автотранзит""/ТОВ""ЛІДЕРТРАНС""",AGAT B.U.H.,Ягодин,Угринів,32:30,31:30,Щоденно,2021-05-16 00:00:00,Польща,PL,True
11.08.2016,1617,PL1617,Броди Люблін,"ТзОВ ""Сокальавтотранс""",East West Help Desk,Угринів,,6:30,,Щоденно,2019-10-08 00:00:00,Польща,PL,True
06.07.2016,1619,PL1619,Київ Варшава,"Тов""Українські лінії","""Ecolines Polska""",Ягодин,Устилуг,16:15,15:20,Щоденно,2019-05-07 00:00:00,Польща,PL,True
,1621,PL1621,Кропивницький-Гдиня ,"ТОВ""ЛІДЕРТРАНС""/ПП""Автотранзит""",AGAT B.U.H.,Ягодин,Угринів,32:30,31:30,Щоденно,2021-05-16 00:00:00,Польща,PL,True
,1622,PL1622,Херсон-Вроцлав,ФОП Стецик Т.В.,IDEAL TRAVEL,Краківець,Смільниця,27:15,28:45,Щоденно,2021-05-16 00:00:00,Польща,PL,True
09.10.2017,1633,PL1633,Городенка-Зелена Гура,ПП Бальницький В.С.,P.P.H.U.TRANS-SERVACE Sp.z o.o.,Краковець,,24:05,24:00,Щоденно,2020-08-10 00:00:00,Польща,PL,True
24.09.2018,1634,PL1634,Охтирка - Познань,"ПП ""ЛИС - АВТО - ТРАНС""",L.A.T - LINES Sp.z.o.o.,Ягодин,Утилуг,30:30,30:30,Щоденно,2021-09-23 00:00:00,Польща,PL,True
06.12.2017,1635,PL1635,Харків-Гдиня,ФОП Калуженков В.В.|ФОП Стецик Т.В. |ФОП Борейчук М.І.,IDEAL TRAVEL,Ягодин,Устилуг,33:30,32:20,Щоденно,2019-07-17 00:00:00,Польща,PL,True
02.02.2021,1636,PL1636,Івано-Франківськ-Жешув,"ТОВ ""Євротур-Плюс""|ФОП Федак І.М.",IDEAL TRAVEL,Шегині,Грушів,10:15,11:35,Щоденно,2021-01-03 00:00:00,Польща,PL,True
06.12.2017,1637,PL1637,Харків-Гдиня,ФОП Калуженков В.В.|ФОП Стецик Т.В. |ФОП Борейчук М.І.,IDEAL TRAVEL,Ягодин,Устилуг,33:30,32:20,Щоденно,2019-07-17 00:00:00,Польща,PL,True
21.05.2018,1638,PL1638,Запоріжжя-Познань,ФОП Мельничук В.П.,"FIRMA ""MARGA"" ",Ягодин,Устилуг,29:30,30:50,Щоденно,2021-05-20 00:00:00,Польща,PL,True
17.09.2018,1639,PL1639,Сєвєродонецьк-Щецин,"ПП ""ЛИС - АВТО - ТРАНС""",L.A.T - LINES Sp.z.o.o.,Угринів,Устилуг,38:15,39:05,Щоденно,2021-09-16 00:00:00,Польща,PL,True
21.05.2018,1670,PL1670,Турійськ-Красностав,"ТОВ""Автотринспортне підприємство 1644""",MEGA-TRANS Sp.z.o.o.,Ягодин,,04:00,04:18,Щоденно,2021-05-20 00:00:00,Польща,PL,True
25.06.2018,1671,PL1671,Херсон-Гдиня,"ТДВ ""Оріон Авто""",Tomasz Porebny,Рава Руська,,36:35,36:05,Щоденно,2021-06-24 00:00:00,Польща,PL,True
21.05.2018,1672,PL1672,Долина-Варшава,"ФОП""Романишин О.В.""","Buro Podrozy ""Eurotrans""",Рава Руська,,15:25,14:25,Щоденно,2023-05-20 00:00:00,Польща,PL,True
21.02.2019,1674,PL1674,Маріуполь-Валбжих,ФОП Ліхошерст С.І.,DND GROUP Sp z o.o.,Краківець,Шегині,42:00,42:00,,2021-08-14 00:00:00,Польща,PL,True
21.02.2019,1675,PL1675,Каховка-Костишин над Одрою,"ТОВ""Каховське АТП-16506""|ТОВ ""АЙ ТРАВЕЛ БУС""",I TRAVEL BUS Sp.z o. o.,Грушів,Рава Руська,40:00,40:10,Щоденно,2022-02-20 00:00:00,Польща,PL,True
,1676,PL1676,Херсон-Гдиня,"ФОП ""Харкавий В.І.""| ПП ""АТП Поділля-Тур""","LUX-REISEN BIS SPOLKA Z O.O.,",Рава Руська,Угринів,34:20,33:20,Щоденно,2022-02-19 00:00:00,Польща,PL,True
,1677,PL1677,Чернігів-Варшава,"ТДВ ""Ковельське АТП""| ФОП Коровіцький А.Л.",P.P.H.U. TRANS-SERVICE Sp.z o.o,Устилуг,Ягодин,18:55,18:05,Щоденно,2022-02-21 00:00:00,Польща,PL,True
06.12.2017,1678,PL1678,Харків-Гдиня,"ФОП Калуженов В.В.|ФОП Стецник Т.В.|ПП ""Тернвояж"" |ФОП Борейчук М.І.",IDEAL TRAVEL,Ягодин,Устилуг,33:30,32:30,Щоденно,2019-07-17 00:00:00,Польща,PL,True
20.11.2017,1679,PL1679,Київ-Варшава,"ТОВ ""Українські лінії""|ТОВ ""Ельбрус-Транс""|ТОВ ""ААЗ Трейдінг-Автолюкс"" 
 ",Ecolines Polsko Sp.z o.o.,Ягодин,Устилуг|Угринів,15:55,14:20,Щоденно,2022-11-19 00:00:00,Польща,PL,True
,1680,PL1680,Харків-Гдиня,"ФОП ""Бринцов С.В.""","""AGAT"" B.U.H.",Устилуг,Угринів,34:40,34:00,Щоденно,2022-11-20 00:00:00,Польща,PL,True
22.11.2018,1682,DE1682,Київ - Дюссельдорф,ФОП Шевченко С.М.,SHEVBUS-REISEN GMBH,Краківець,Шегині,33:35,33:35,Щоденно,2021-11-21 00:00:00,Німеччина,DE,True
09.10.2017,1683,PL1683,Луцьк-Пулави,ФОП Михалусь Л.А,IMPORT-EXPORT-TRANSPORT,Ягодин,,06:40,07:00,Щоденно,2022-08-10 00:00:00,Польща,PL,True
10.07.2017,1684,PL1684,Хмельницький-Варшава,ФОП Палько В.А.,Pas-Trans Sp.z.o.o.,Ягодин,,14:50,14:30,Щоденно,2019-10-07 00:00:00,Польща,PL,True
21.06.2018,1685,PL1685,Чернівці-Варшава,"ПП""Фірма Стефан Транссервіс""","""Asik"" Sp z o.o.",Рава Руська,,17:00,17:25,Щоденно,2021-06-20 00:00:00,Польща,PL,True
18.06.2018,1686,PL1686,Здолбунів-Красник,"ТОВ""Перевезення Мошковський Петро""","""AGAT"" B.U.H.",Ягодин,,09:45,10:20,Щоденно,2021-06-17 00:00:00,Польща,PL,True
11.07.2018,1687,PL1687,Трускавець-Вроцлав,ФОП Паньків В.І.,Bus-Travel.IF Sp.z.o.o.,Краковець,Шегині,16:40,15:30,Щоденно,2021-10-07 00:00:00,Польща,PL,True
12.07.2018,1688,PL1688,Київ-Єленя Гура,"ТОВ ""Романович Транс""",PRYWATNA NAUKA JAZDY,Ягодин,Устилуг,23:50,23:15,Щоденно,2021-11-07 00:00:00,Польща,PL,True
23.09.2016,1689,PL1689,Трускавець - Гданськ,ФОП Паньків В.І.,YOKATO Sp.z o.o.,Рава Руська,,18:30,19:30,Щоденно,2021-09-22 00:00:00,Польща,PL,True
04.08.2016,1690,PL1690,Житомир-Злоценець,"ПрАТ ""Львів-Інтуртранс""",ROMA-BUS PLUS Sp. Z o.o,Краківець,,,,Щоденно,2021-03-08 00:00:00,Польща,PL,True
24.01.2018,1691,PL1691,Косів  - Познань,"ФОП Опирук П.В./ ТОВ ""П-ТРАНС""",P-Trans Sp.z.o.o,Рава-Руська,Шегині,20:00,20:00,Щоденно,2019-07-17 00:00:00,Польща,PL,True
04.08.2016,1693,PL1693,Львів - Варшава,"ПрАТ ""Львів-Інтуртранс""",TRANS-BUS EXPRESS,Рава-Руська,,9:40,,Щоденно,2019-03-08 00:00:00,Польща,PL,True
29.07.2016,1694,PL1694,Біла-Церква - Варшава,"ТОВ ""Украївські лінії""",Ecolines Polska Sp.z.o.o.,Ягодин,Устилуг,16:05,15:40,Щоденно,2019-07-28 00:00:00,Польща,PL,True
19.12.2018,1695,IT1695,Київ - Рим,ФОП Паславський Я. А.,S.E.A.F. s.a.s. Ferrazza Amgelo,Чоп,Лужанка,44:00,44:00,Щоденно,2021-05-07 00:00:00,Італія,IT,True
29.10.2018,1696,IT1696,Запоріжжя-Реджо Калабрія,ФОП Білецький Д.Є.,EUROBOOKING s.r.I.,Чоп,Лужанка,63:00,63:00,Щоденно,2021-10-28 00:00:00,Італія,IT,True
29.01.2019,1697,PL1697,Чернівці - Свебодзін,"ТОВ ""Снятинське АТП-12642""","ANIOLEX II Sp. z o. o, Польща",Шегині,Грушів,25:00,25:00,Щоденно,2022-01-28 00:00:00,Польща,PL,True
20.11.2017,1699,PL1698,Могилів-Подільський - Вроцлав ,ФОП Вацак С.В. ,RB POLSKA SP.Z.о.о.,Краковець ,Грушів,23:30,23:00,Щоденно,2020-11-19 00:00:00,Польща,PL,True
30.11.2017,1699,PL1699,Вінниця  - Колобжег,"ФОП Стецик Т.В., 
 ПП ""Тернвояж"", ","
 IDEAL TRAVEL, / PHENIX Sp.z.o.o",Краковець ,Грушів,29:45,28:20,Щоденно,2020-05-04 00:00:00,Польща,PL,True
03.01.2018,1700,PL1700,Івано-Франківськ- Познань,ФОП Парипа О.І.,KL TEAM Kamil Lubanski,Рава Руська,,18:00,18:00,Щоденно,2019-07-12 00:00:00,Польща,PL,True
10.01.2019,1701,PL1701,Херсон-Білосток,"ПП""АТП Поділля-Тур""|ТОВ""Люкс-Рейзен""|ТОВ""Автотранс-Поділля""",LUX-REISEN BIS Sp. z o.o.|LUX-REISEN Sp. z o.o.|FARA INETRPRISE Sp. z o.o.,Рава-Руська,Грушів,32:50,32:45,Щоденно,2022-09-01 00:00:00,Польща,PL,True
02.01.2019,1702,PL1702,Харків-Зелена Гура,"ФОП Борейчук М.І.|ПП""Тернвояж""|ФОП Калуженов В.В.",FORTUNA TOUR Sp. z o.o.,Краковець,Шегині,28:30,29:00,Щоденно,2022-01-01 00:00:00,Польща,PL,True
23.11.2017,1703,PL1703,Львів - Жешів,"ТзОВ ""Львівське АТП-14631""",EWE-TRANS Sp. z o.o.,Краковець,Шегині,5:20,4:20,Щоденно,2022-11-22 00:00:00,Польща,PL,True
09.07.2018,1704,PL1704,Київ-Варшава,"ТОВ""ААЗ Трейдінг-Автолюкс""|ТОВ""Українські лінії""",Ecolines Polska Sp.z o.o.,Ягодин,Угринів,19:00,14:40,Щоденно,2021-08-07 00:00:00,Польща,PL,True
10.09.2018,1705,PL1705,Володимир-Волинський-Грубешів,"ТОВ""МТК""Казна Транс""","""AGAT"" B.U.H.",Устилуг,,02:10,02:10,Щоденно,2021-09-09 00:00:00,Польща,PL,True
09.08.2016,1706,PL1706,Черкаси - Вроцлав,Фоп Мельник О.М.,"""AGAT"" B.U.H.  Andrzej Bartoszek",Ягодин,,25:40,25:25,Щоденно,2019-12-07 00:00:00,Польща,PL,True
11.07.2016,1708,PL1708,Хмельницький -Варшава,ФОП Палько В.А.,EAST WEST HELP DESK Sp.z o.o.,Ягодин,,14:00,14:30,Щоденно,2019-10-07 00:00:00,Польща,PL,True
15.11.2016,1709,PL1709,Хмільник - Варшава,"ПП ""Колісніченко""",EAST WEST HELP DESK Sp.z o.o.,Рава-Руська,,17:02,,Щоденно,2019-11-14 00:00:00,Польща,PL,True
23.09.2016,1710,PL1710,Київ - Валбжих,ПрАТ «Тульчинське АТП-10507»,"FanLogic Dominik Kowalski, Marcin Slowinski",Шегині ,Краковець,22:15,22:15,Щоденно,2019-09-22 00:00:00,Польща,PL,True
21.08.2018,1711,PL1711,Тернопіль - Варшава,ФОП Скоропляс В.В.,P-Trans Sp. z o.o.,Угринів,,13:30,13:30,Щоденно,2021-08-20 00:00:00,Польща,PL,True
07.09.2018,1712,PL1712,Білгород-Дністровський-Колобжег,ФОП Стецик Т.В.,IDEAL TRAVEL,Рава Руська,Шегині,35:35,39:35,Щоденно,2021-06-09 00:00:00,Польща,PL,True
11.09.2018,1713,IT1713,Запоріжжя-Латіна,ФОП Раб Т.Б.,DI PASSIO TOUR S.r.I.,Чоп,Лужанка,58:15,57:55,"Пн, Вт, Чт, Пт, Сб, Нд",2021-10-09 00:00:00,Італія,IT,True
06.07.2018,1714,IT1714,Київ-Комо,ФОП Паславський Я. А.,S.E.A.F. s.a.s. Ferrazza Amgelo,Чоп,Лужанка,41:55,41:55,Щоденно,2021-05-07 00:00:00,Італія,IT,True
19.03.2018,1715,IT1715,Харків-Палермо,"ФОП""ОДРІ""",MOFF TURISMO E SERVIZI s.r.l.,Чоп,,66:15,67:55,"Вт, Ср, Чт, Пт, Сб, Нд",2021-03-18 00:00:00,Італія,IT,True
,1716,IT1716,Київ-Потенца,"ТОВ""ЮНІВЕРС""",EUROBUS s.r.l.,Чоп,,45:10,45:10,Щоденно,2021-06-17 00:00:00,Італія,IT,True
15.11.2016,1717,PL1717,Суми - Варшава,"ТОВ ""Еліте Експресс""",Elite-Express,Ягодин,,19:20,,два рази на тиждень,2019-11-14 00:00:00,Польща,PL,True
02.05.2018,1718,PL1718,Червоноград-вроцлав,ФОП Закала Б.В.,Przewozy miedrzinarodowe Gregorz,Краковець,Грушів,14:30,15:00,Щоденно,2020-11-29 00:00:00,Польща,PL,True
,1719,PL1719,Запоріжжя-Гдиня,"ТОВ ""СВ ТРАНС ІНВЕСТ""",CHAYKATRANS Sp. z o.o.,Устилуг,Ягодин,34:30,34:50,Щоденно,2022-01-31 00:00:00,Польща,PL,True
,1720,IT1720,Чернівці-Мілан,"ФОП ""Завацький О.М.""",Moffa turismo e servizi srl,Чоп,,29:20,,"Ср,Сб",2021-10-07 00:00:00,Італія,IT,True
15.08.2018,1721,PL1721,Вінниця-Щецин,"ПП ""Тернвояж"" ",FORTUNA TOUR,Краковець,Шегині,28:00,28:40,Щоденно,2020-07-31 00:00:00,Польща,PL,True
,1722,IT1722,Хмельницький-Рим,"ПП ""Колізей-Транс""",EUROBUS G.T.,Чоп,,32:10,32:10,"Чт,нд",2021-03-14 00:00:00,Італія,IT,True
21.08.2018,1723,PL1723,Чернігів-Познань,ФОП Ковган О.А.,Monika Sobota,Краковець,Шегині,31:10,31:30,Щоденно,2021-08-20 00:00:00,Польща,PL,True
,1724,PL1724,Хмельницький-Вогера,"ПП ""Колізей-Транс""",EUROBUS G.T.,Чоп,,30:10,30:10,"Чт,нд",2021-03-14 00:00:00,Італія,IT,True
11.07.2018,1725,PL1725,Харків-Познань,"ТОВ""УКРАЇНА.БУС""",Tomasz Porebny,Краковець,Шегині,35:00,35:00,Щоденно,2021-10-07 00:00:00,Польща,PL,True
,1726,IT1726,Київ-Латіна,"ТОВ ""ТРАНС ТУРЛАЙНС""",DI PASSIO TOUR S.r.I.,Чоп,,45:15,,"Всі дні, окрім понеділка",2021-11-07 00:00:00,Італія,IT,True
,1727,IT1727,Вінниця-Неаполь,"ТОВ ""ЄВРОТРЕВЕЛ""",Moffa turismo e servizi srl,Чоп,,39:15,,"Ср,Чт,Пт,Сб,Нд",2021-01-05 00:00:00,Італія,IT,True
,1729,BY1729,Київ-Мінськ,"ТОВ""ЛІТРАНС""/ФОП Опанасенко С.О.","ЧП""БайерТранс""",Нові Яриловичі,,12:50,12:50,Щоденно,2021-09-23 00:00:00,Білорусь,BY,True
,1730,BY1730,Київ-Мінськ,"ФОП Опанасенко С.О./ТОВ""ЛІТРАНС""","ЧП""БайерТранс""",Нові Яриловичі,,12:50,12:50,Щоденно,2021-09-23 00:00:00,Білорусь,BY,True
,1731,BY1731,Київ-Гомель,"ТОВ""ЛІНІЇ ПОЛІССЯ""","ОАО""Гомельоблавтотранс""",Нові Яриловичі,,05:50,05:50,Щоденно,2021-10-23 00:00:00,Білорусь,BY,True
,1732,BY1732,Київ-Мінськ,"ТОВ""Автобусні лінії України""","ГП""Минсктранс""",Нові Яриловичі,,10:00,10:00,Щоденно,2022-12-18 00:00:00,Білорусь,BY,True
,1733,BY1733,Затока-Могильов,"ТОВ""Турист""","Филиал СОДО""Визит-Тур""",Нові Яриловичі,,20:40,21:00,Щоденно,2021-04-11 00:00:00,Білорусь,BY,True
,1734,BY1734,Чернігів-Гомель,"ТОВ""Автоекспрес""","ООО""ФИДИ Экспресс""",Нові Яриловичі,,03:09,03:19,Щоденно,2021-11-11 00:00:00,Білорусь,BY,True
,1735,BY1735,Львів-Брест,"ТДВ""АТП 10706""","ОАО""Брестский автобусний парк""",Доманово,,08:25,08:30,Щоденно,2021-11-21 00:00:00,Білорусь,BY,True
,1736,BY1736,Поляниця-Мінськ,"Тов""Українські лінії""","ТУП""Автобус-Тур""",Доманово,,19:00,18:25,Щоденно,2020-12-02 00:00:00,Білорусь,BY,True
,1737,BY1737,Затока-Мінськ,ФОП Новіков Л.А.,"ООО""Стройтур""",Нові Яриловичі,,21:35,21:50,Щоденно,2021-09-09 00:00:00,Білорусь,BY,True
26.12.2018,1738,SK1738,Київ-Братислава,"ФОП Пивоваров О. О.|ТОВ ""Закарпатєвролінії""",EM Travel s.r.o.,Ужгород,,22:45,22:45,Щоденно,2021-12-25 00:00:00,Словачина,SK,True
,1739,BY1739,Луцьк-Брест,"ТОВ""АВТО ЛІНІЇ ВОЛИНІ""/ФОП Павшук Г.Ф.","ОАО""Брестский автобусний парк""",Доманово,,5:00,04:50,Щоденно,2019-04-01 16:05:12,Білорусь,BY,True
10.08.2017,1740,PL1740,Київ-Щецин,"ФОП Харкавий В.І.|ПП ""АТП Поділля-Тур"""," LUX-REISEN SPOLKA Z.O.O.,",Шегині,Краковець,36:25,35:40,Щоденно,2020-09-08 00:00:00,Польща,PL,True
,1742,BY1742,Луцьк-Брест,"ФОП Павшук Г.Ф./ТОВ""АВТО ЛІНІЇ ВОЛИНІ""","ОАО""Брестский автобусний парк""",Доманово,,5:00,04:50,Щоденно,2019-04-01 16:05:12,Білорусь,BY,True
14/08/2017,1743,PL1743,Городенка-Зелена Гура,ФОП Бальницький В.С.,P.P.H.U.TRANS-SERVACE Sp.z o.o.,Краковець,,24:40,24:00,Щоденно,2020-08-13 00:00:00,Польща,PL,True
,1744,BY1744,Одеса-Брест,"ТДВ""АТВ 10706""","ВАТ""Брестський автобусний парк""",Доманово,,18:30,18:30,Щоденно,2020-09-07 00:00:00,Білорусь,BY,True
,1745,BY1745,Поляниця-Мінськ,"ТзДВ""Нововолинське АТП 10708""/ТДВ""Ковельське АТП""","СОА""КамелиТурКомпани""",Доманово,,17:55,17:50,Щоденно,2023-01-05 00:00:00,Білорусь,BY,True
,1746,BG1746,Київ-Бургас,ФОП Пасічник В.О.,РИКИ-А ТУР ЕООД,Порубне,,27:20,,Щоденно,2022-03-02 00:00:00,Болгарія,BG,True
,1747,IT1747,Тернопіль-Авелліно,"ТОВ ""ЕРАБУС""",MOFFA TURISMO E SERVIZI s.r.l,Чоп,,36:30,36:25,"Ср,Сб",2023-03-15 00:00:00,Італія,IT,True
,1748,BY1748,Поляниця-Мінськ,"ТДВ""Ковельське АТП""/ТзДВ""Нововолинське АТП 10708""","СОА""КамелиТурКомпани""",Доманово,,17:55,17:50,Щоденно,2023-01-05 00:00:00,Білорусь,BY,True
,1749,BY1749,Кривий Ріг-Брест,"ТДВ""Нововолинське АТП-10708""/ТДВ""Ковельське АТП""","СТОВ""КамеліТурКомпані""",Доманово,,22:20,24:00,Щоденно,2020-09-10 00:00:00,Білорусь,BY,True
,1750,BY1750,Кривий Ріг-Брест,"ТДВ""Ковельське АТП""/ТДВ""Нововолинське АТП-10708""","СТОВ""КамеліТурКомпані""",Доманово,,22:20,24:00,Щоденно,2020-09-10 00:00:00,Білорусь,BY,True
,1751,BY1751,Одеса-Мінськ,ФОП Козловський П.В.,"ИП""Байер Транс""",Нові Яриловичі,Славутич,18:50,18:30,Щоденно,2021-02-05 00:00:00,Білорусь,BY,True
,1752,BY1752,Київ-Мінськ,"ТОВ""ЛІТРАНС""/ФОП Опанасенко С.О.","ЧП""БайерТранс""",Нові Яриловичі,,12:30,12:30,Щоденно,2021-09-23 00:00:00,Білорусь,BY,True
,1753,BY1753,Київ-Мінськ,"ФОП Опанасенко С.О./ТОВ""ЛІТРАНС""","ЧП""БайерТранс""",Нові Яриловичі,,12:30,12:30,Щоденно,2021-09-23 00:00:00,Білорусь,BY,True
,1754,BY1754,Чернігів-Брагін,"ТОВ""ЛІНІЇ ПОЛІССЯ""","Филиал №6 Гомель ОАО""Гомельоблавтотранс""",Славутич,,03:45,03:45,Щоденно,2022-11-14 00:00:00,Білорусь,BY,True
,1755,BY1755,Славутич-Комарин,"ТОВ""ЛІНІЇ ПОЛІССЯ""","Филиал №6 Гомель ОАО""Гомельоблавтотранс""",Славутич,,02:03,02:03,Щоденно,2022-08-10 00:00:00,Білорусь,BY,True
,1756,BY1756,Одеса-Брест,"ТДВ""АПТ 10706""","ВАТ""Брестський автобусний парк""",Доманово,,18:30,18:30,Щоденно,2021-05-29 00:00:00,Білорусь,BY,True
,1757,BY1757,Львів-Брест,"ТДВ""АПТ 10706""","ВАТ""Брестський автобусний парк""",Доманово,,08:25,08:30,Щоденно,2020-09-07 00:00:00,Білорусь,BY,True
,1759,BY1759,Тернопіль-Брест,"ТДВ""АТП 10706""","ОАО""Брестский автобусний парк""",Доманово,,10:00,09:45,Щоденно,2021-02-01 00:00:00,Білорусь,BY,True
18.11.2016,1761,PL1761,Хмельницький  - Познань,ТДВ «Чемеровецьке АТП 16847»,FARA INTERPRISE Sp.z.o.o,Рава Руська ,Краковець,18:50,18:25,Щоденно,2019-11-17 00:00:00,Польща,PL,True
,1762,BY1762,Київ-Могилів,"ТОВ""ВЕга-Райзен""","Филиал АП №1 ОАО""Могилевоблавтотранс""",Нові Яриловичі,,10:55,10:55,Щоденно,2022-12-18 00:00:00,Білорусь,BY,True
,1763,BY1763,Коростень-Мозир,"ТОВ""Автосвіт ЛТД""","Філіал""Автобусний парк №2""/ВАТ""Гомельоблавтотранс""",Виступовичі,,04:05,04:05,Щоденно,2022-08-14 00:00:00,Білорусь,BY,True
15.11.2016,1764,PL1764,Косів  - Познань,"ПП ""Опирук П.В.""",P-Trans SP.z.o.o,Рава Руська ,Шегині,20:00,,Щоденно,2019-07-17 00:00:00,Польща,PL,True
